Channel,CH1
Frequency            :,  ?
Period               :,  ?
PK-PK                :,101.6mV
Probe attenuation    :,10X
Voltage per ADC value:,0.244141mV
Time interval        :,400.00000us

index,CH1_Voltage(mV)
878,230.468750
879,230.468750
880,226.562500
881,230.468750
882,226.562500
883,226.562500
884,222.656250
885,230.468750
886,230.468750
887,230.468750
888,230.468750
889,230.468750
890,234.375000
891,230.468750
892,230.468750
893,230.468750
894,222.656250
895,234.375000
896,230.468750
897,230.468750
898,230.468750
899,230.468750
900,230.468750
901,230.468750
902,230.468750
903,230.468750
904,226.562500
905,230.468750
906,234.375000
907,230.468750
908,222.656250
909,230.468750
910,230.468750
911,226.562500
912,230.468750
913,230.468750
914,230.468750
915,226.562500
916,230.468750
917,230.468750
918,230.468750
919,230.468750
920,230.468750
921,230.468750
922,222.656250
923,230.468750
924,230.468750
925,230.468750
926,230.468750
927,230.468750
928,230.468750
929,222.656250
930,230.468750
931,226.562500
932,222.656250
933,230.468750
934,230.468750
935,238.281250
936,234.375000
937,234.375000
938,234.375000
939,230.468750
940,230.468750
941,230.468750
942,226.562500
943,230.468750
944,230.468750
945,222.656250
946,226.562500
947,226.562500
948,222.656250
949,230.468750
950,222.656250
951,230.468750
952,222.656250
953,222.656250
954,230.468750
955,222.656250
956,230.468750
957,222.656250
958,226.562500
959,222.656250
960,230.468750
961,222.656250
962,230.468750
963,230.468750
964,230.468750
965,230.468750
966,230.468750
967,226.562500
968,230.468750
969,230.468750
970,230.468750
971,230.468750
972,230.468750
973,222.656250
974,230.468750
975,234.375000
976,234.375000
977,230.468750
978,234.375000
979,242.187500
980,246.093750
981,246.093750
982,250.000000
983,238.281250
984,238.281250
985,238.281250
986,238.281250
987,246.093750
988,234.375000
989,238.281250
990,242.187500
991,230.468750
992,238.281250
993,242.187500
994,246.093750
995,238.281250
996,238.281250
997,242.187500
998,234.375000
999,238.281250
1000,230.468750
1001,234.375000
1002,242.187500
1003,246.093750
1004,234.375000
1005,230.468750
1006,238.281250
1007,230.468750
1008,226.562500
1009,222.656250
1010,226.562500
1011,230.468750
1012,230.468750
1013,226.562500
1014,238.281250
1015,230.468750
1016,230.468750
1017,222.656250
1018,222.656250
1019,222.656250
1020,230.468750
1021,222.656250
1022,222.656250
1023,226.562500
1024,230.468750
1025,230.468750
1026,230.468750
1027,230.468750
1028,222.656250
1029,222.656250
1030,222.656250
1031,222.656250
1032,226.562500
1033,222.656250
1034,222.656250
1035,230.468750
1036,222.656250
1037,230.468750
1038,222.656250
1039,226.562500
1040,226.562500
1041,234.375000
1042,230.468750
1043,230.468750
1044,222.656250
1045,222.656250
1046,226.562500
1047,230.468750
1048,222.656250
1049,222.656250
1050,222.656250
1051,222.656250
1052,222.656250
1053,222.656250
1054,230.468750
1055,230.468750
1056,222.656250
1057,230.468750
1058,230.468750
1059,222.656250
1060,226.562500
1061,230.468750
1062,222.656250
1063,230.468750
1064,226.562500
1065,230.468750
1066,230.468750
1067,230.468750
1068,230.468750
1069,230.468750
1070,230.468750
1071,230.468750
1072,230.468750
1073,222.656250
1074,222.656250
1075,222.656250
1076,230.468750
1077,222.656250
1078,222.656250
1079,222.656250
1080,230.468750
1081,222.656250
1082,218.750000
1083,222.656250
1084,226.562500
1085,222.656250
1086,222.656250
1087,222.656250
1088,222.656250
1089,222.656250
1090,222.656250
1091,222.656250
1092,222.656250
1093,226.562500
1094,222.656250
1095,222.656250
1096,222.656250
1097,230.468750
1098,222.656250
1099,230.468750
1100,222.656250
1101,218.750000
1102,222.656250
1103,222.656250
1104,226.562500
1105,222.656250
1106,222.656250
1107,230.468750
1108,222.656250
1109,222.656250
1110,222.656250
1111,230.468750
1112,222.656250
1113,222.656250
1114,222.656250
1115,230.468750
1116,222.656250
1117,222.656250
1118,222.656250
1119,222.656250
1120,222.656250
1121,222.656250
1122,230.468750
1123,222.656250
1124,222.656250
1125,222.656250
1126,218.750000
1127,222.656250
1128,222.656250
1129,222.656250
1130,222.656250
1131,226.562500
1132,222.656250
1133,222.656250
1134,222.656250
1135,222.656250
1136,230.468750
1137,222.656250
1138,222.656250
1139,222.656250
1140,226.562500
1141,222.656250
1142,222.656250
1143,222.656250
1144,222.656250
1145,218.750000
1146,218.750000
1147,218.750000
1148,222.656250
1149,218.750000
1150,218.750000
1151,218.750000
1152,218.750000
1153,218.750000
1154,214.843750
1155,218.750000
1156,218.750000
1157,210.937500
1158,214.843750
1159,214.843750
1160,218.750000
1161,218.750000
1162,222.656250
1163,218.750000
1164,222.656250
1165,218.750000
1166,218.750000
1167,222.656250
1168,222.656250
1169,218.750000
1170,218.750000
1171,222.656250
1172,222.656250
1173,218.750000
1174,222.656250
1175,222.656250
1176,214.843750
1177,218.750000
1178,222.656250
1179,222.656250
1180,207.031250
1181,222.656250
1182,222.656250
1183,222.656250
1184,222.656250
1185,222.656250
1186,218.750000
1187,222.656250
1188,222.656250
1189,222.656250
1190,222.656250
1191,222.656250
1192,230.468750
1193,222.656250
1194,218.750000
1195,222.656250
1196,222.656250
1197,226.562500
1198,218.750000
1199,222.656250
1200,222.656250
1201,230.468750
1202,222.656250
1203,222.656250
1204,222.656250
1205,222.656250
1206,222.656250
1207,218.750000
1208,226.562500
1209,222.656250
1210,222.656250
1211,218.750000
1212,222.656250
1213,222.656250
1214,222.656250
1215,218.750000
1216,218.750000
1217,222.656250
1218,222.656250
1219,218.750000
1220,226.562500
1221,222.656250
1222,222.656250
1223,222.656250
1224,222.656250
1225,222.656250
1226,226.562500
1227,222.656250
1228,222.656250
1229,222.656250
1230,222.656250
1231,222.656250
1232,226.562500
1233,222.656250
1234,222.656250
1235,222.656250
1236,218.750000
1237,222.656250
1238,210.937500
1239,218.750000
1240,218.750000
1241,210.937500
1242,214.843750
1243,207.031250
1244,199.218750
1245,203.125000
1246,199.218750
1247,207.031250
1248,207.031250
1249,210.937500
1250,210.937500
1251,214.843750
1252,214.843750
1253,214.843750
1254,222.656250
1255,214.843750
1256,222.656250
1257,218.750000
1258,218.750000
1259,222.656250
1260,218.750000
1261,222.656250
1262,222.656250
1263,230.468750
1264,222.656250
1265,230.468750
1266,222.656250
1267,222.656250
1268,222.656250
1269,218.750000
1270,214.843750
1271,214.843750
1272,214.843750
1273,214.843750
1274,207.031250
1275,210.937500
1276,207.031250
1277,203.125000
1278,203.125000
1279,207.031250
1280,207.031250
1281,207.031250
1282,207.031250
1283,203.125000
1284,210.937500
1285,207.031250
1286,214.843750
1287,210.937500
1288,210.937500
1289,210.937500
1290,214.843750
1291,210.937500
1292,210.937500
1293,210.937500
1294,210.937500
1295,214.843750
1296,214.843750
1297,214.843750
1298,214.843750
1299,214.843750
1300,214.843750
1301,214.843750
1302,214.843750
1303,214.843750
1304,214.843750
1305,218.750000
1306,218.750000
1307,214.843750
1308,214.843750
1309,214.843750
1310,214.843750
1311,214.843750
1312,214.843750
1313,218.750000
1314,218.750000
1315,218.750000
1316,214.843750
1317,218.750000
1318,203.125000
1319,214.843750
1320,222.656250
1321,218.750000
1322,218.750000
1323,214.843750
1324,218.750000
1325,222.656250
1326,218.750000
1327,214.843750
1328,218.750000
1329,218.750000
1330,222.656250
1331,214.843750
1332,214.843750
1333,214.843750
1334,214.843750
1335,214.843750
1336,214.843750
1337,218.750000
1338,214.843750
1339,218.750000
1340,218.750000
1341,218.750000
1342,218.750000
1343,218.750000
1344,214.843750
1345,218.750000
1346,218.750000
1347,214.843750
1348,214.843750
1349,218.750000
1350,222.656250
1351,218.750000
1352,218.750000
1353,214.843750
1354,218.750000
1355,218.750000
1356,218.750000
1357,214.843750
1358,218.750000
1359,214.843750
1360,222.656250
1361,218.750000
1362,222.656250
1363,218.750000
1364,218.750000
1365,214.843750
1366,218.750000
1367,218.750000
1368,218.750000
1369,218.750000
1370,218.750000
1371,222.656250
1372,222.656250
1373,218.750000
1374,222.656250
1375,218.750000
1376,218.750000
1377,207.031250
1378,218.750000
1379,222.656250
1380,222.656250
1381,214.843750
1382,214.843750
1383,218.750000
1384,218.750000
1385,218.750000
1386,214.843750
1387,218.750000
1388,218.750000
1389,218.750000
1390,214.843750
1391,222.656250
1392,218.750000
1393,222.656250
1394,218.750000
1395,218.750000
1396,222.656250
1397,222.656250
1398,218.750000
1399,222.656250
1400,230.468750
1401,218.750000
1402,218.750000
1403,214.843750
1404,214.843750
1405,214.843750
1406,214.843750
1407,214.843750
1408,222.656250
1409,214.843750
1410,214.843750
1411,214.843750
1412,214.843750
1413,214.843750
1414,214.843750
1415,218.750000
1416,218.750000
1417,214.843750
1418,214.843750
1419,214.843750
1420,222.656250
1421,222.656250
1422,218.750000
1423,222.656250
1424,222.656250
1425,218.750000
1426,218.750000
1427,218.750000
1428,218.750000
1429,218.750000
1430,218.750000
1431,203.125000
1432,218.750000
1433,214.843750
1434,214.843750
1435,214.843750
1436,222.656250
1437,218.750000
1438,218.750000
1439,222.656250
1440,222.656250
1441,222.656250
1442,222.656250
1443,207.031250
1444,222.656250
1445,222.656250
1446,218.750000
1447,222.656250
1448,218.750000
1449,222.656250
1450,218.750000
1451,222.656250
1452,218.750000
1453,222.656250
1454,222.656250
1455,222.656250
1456,222.656250
1457,222.656250
1458,230.468750
1459,222.656250
1460,222.656250
1461,222.656250
1462,214.843750
1463,222.656250
1464,222.656250
1465,222.656250
1466,218.750000
1467,222.656250
1468,222.656250
1469,218.750000
1470,222.656250
1471,218.750000
1472,214.843750
1473,222.656250
1474,218.750000
1475,222.656250
1476,222.656250
1477,222.656250
1478,218.750000
1479,222.656250
1480,222.656250
1481,218.750000
1482,222.656250
1483,222.656250
1484,218.750000
1485,218.750000
1486,222.656250
1487,222.656250
1488,222.656250
1489,234.375000
1490,218.750000
1491,218.750000
1492,222.656250
1493,222.656250
1494,222.656250
1495,222.656250
1496,222.656250
1497,222.656250
1498,222.656250
1499,218.750000
1500,222.656250
1501,222.656250
1502,218.750000
1503,222.656250
1504,222.656250
1505,222.656250
1506,222.656250
1507,222.656250
1508,218.750000
1509,222.656250
1510,222.656250
1511,222.656250
1512,222.656250
1513,222.656250
1514,222.656250
1515,222.656250
1516,203.125000
1517,218.750000
1518,222.656250
1519,222.656250
1520,222.656250
1521,222.656250
1522,222.656250
1523,222.656250
1524,222.656250
1525,222.656250
1526,222.656250
1527,222.656250
1528,222.656250
1529,218.750000
1530,222.656250
1531,218.750000
1532,222.656250
1533,222.656250
1534,222.656250
1535,222.656250
1536,222.656250
1537,218.750000
1538,218.750000
1539,230.468750
1540,218.750000
1541,222.656250
1542,214.843750
1543,222.656250
1544,218.750000
1545,222.656250
1546,218.750000
1547,222.656250
1548,222.656250
1549,218.750000
1550,222.656250
1551,222.656250
1552,222.656250
1553,222.656250
1554,222.656250
1555,222.656250
1556,222.656250
1557,222.656250
1558,222.656250
1559,222.656250
1560,222.656250
1561,218.750000
1562,222.656250
1563,222.656250
1564,222.656250
1565,222.656250
1566,222.656250
1567,222.656250
1568,222.656250
1569,218.750000
1570,210.937500
1571,222.656250
1572,222.656250
1573,222.656250
1574,210.937500
1575,222.656250
1576,222.656250
1577,222.656250
1578,222.656250
1579,222.656250
1580,222.656250
1581,222.656250
1582,222.656250
1583,222.656250
1584,222.656250
1585,222.656250
1586,222.656250
1587,222.656250
1588,218.750000
1589,222.656250
1590,218.750000
1591,222.656250
1592,222.656250
1593,222.656250
1594,222.656250
1595,222.656250
1596,222.656250
1597,222.656250
1598,218.750000
1599,226.562500
1600,226.562500
1601,230.468750
1602,218.750000
1603,218.750000
1604,218.750000
1605,214.843750
1606,214.843750
1607,222.656250
1608,222.656250
1609,218.750000
1610,222.656250
1611,218.750000
1612,222.656250
1613,222.656250
1614,222.656250
1615,226.562500
1616,222.656250
1617,222.656250
1618,222.656250
1619,222.656250
1620,222.656250
1621,222.656250
1622,222.656250
1623,222.656250
1624,222.656250
1625,218.750000
1626,222.656250
1627,222.656250
1628,207.031250
1629,222.656250
1630,222.656250
1631,222.656250
1632,222.656250
1633,222.656250
1634,222.656250
1635,222.656250
1636,222.656250
1637,214.843750
1638,222.656250
1639,222.656250
1640,222.656250
1641,218.750000
1642,218.750000
1643,222.656250
1644,222.656250
1645,222.656250
1646,222.656250
1647,222.656250
1648,222.656250
1649,218.750000
1650,222.656250
1651,222.656250
1652,222.656250
1653,218.750000
1654,222.656250
1655,222.656250
1656,222.656250
1657,222.656250
1658,222.656250
1659,218.750000
1660,214.843750
1661,218.750000
1662,218.750000
1663,222.656250
1664,222.656250
1665,222.656250
1666,222.656250
1667,222.656250
1668,222.656250
1669,218.750000
1670,222.656250
1671,222.656250
1672,222.656250
1673,222.656250
1674,222.656250
1675,222.656250
1676,222.656250
1677,222.656250
1678,222.656250
1679,222.656250
1680,218.750000
1681,218.750000
1682,222.656250
1683,222.656250
1684,218.750000
1685,222.656250
1686,222.656250
1687,222.656250
1688,222.656250
1689,218.750000
1690,222.656250
1691,214.843750
1692,222.656250
1693,222.656250
1694,218.750000
1695,218.750000
1696,222.656250
1697,222.656250
1698,222.656250
1699,218.750000
1700,222.656250
1701,222.656250
1702,218.750000
1703,218.750000
1704,222.656250
1705,222.656250
1706,218.750000
1707,218.750000
1708,222.656250
1709,226.562500
1710,222.656250
1711,222.656250
1712,218.750000
1713,218.750000
1714,222.656250
1715,222.656250
1716,218.750000
1717,222.656250
1718,222.656250
1719,218.750000
1720,218.750000
1721,222.656250
1722,222.656250
1723,222.656250
1724,222.656250
1725,218.750000
1726,222.656250
1727,218.750000
1728,222.656250
1729,218.750000
1730,222.656250
1731,218.750000
1732,218.750000
1733,222.656250
1734,218.750000
1735,222.656250
1736,207.031250
1737,222.656250
1738,222.656250
1739,218.750000
1740,222.656250
1741,222.656250
1742,218.750000
1743,218.750000
1744,222.656250
1745,222.656250
1746,218.750000
1747,222.656250
1748,214.843750
1749,218.750000
1750,218.750000
1751,222.656250
1752,218.750000
1753,222.656250
1754,218.750000
1755,218.750000
1756,218.750000
1757,222.656250
1758,218.750000
1759,218.750000
1760,222.656250
1761,222.656250
1762,218.750000
1763,222.656250
1764,218.750000
1765,222.656250
1766,218.750000
1767,230.468750
1768,218.750000
1769,222.656250
1770,222.656250
1771,222.656250
1772,214.843750
1773,222.656250
1774,218.750000
1775,218.750000
1776,222.656250
1777,222.656250
1778,218.750000
1779,218.750000
1780,222.656250
1781,222.656250
1782,222.656250
1783,218.750000
1784,218.750000
1785,222.656250
1786,218.750000
1787,222.656250
1788,218.750000
1789,222.656250
1790,210.937500
1791,222.656250
1792,218.750000
1793,218.750000
1794,222.656250
1795,222.656250
1796,222.656250
1797,218.750000
1798,218.750000
1799,218.750000
1800,218.750000
1801,222.656250
1802,222.656250
1803,218.750000
1804,218.750000
1805,222.656250
1806,222.656250
1807,222.656250
1808,218.750000
1809,222.656250
1810,218.750000
1811,218.750000
1812,222.656250
1813,222.656250
1814,222.656250
1815,214.843750
1816,218.750000
1817,218.750000
1818,222.656250
1819,218.750000
1820,222.656250
1821,218.750000
1822,222.656250
1823,218.750000
1824,222.656250
1825,218.750000
1826,222.656250
1827,222.656250
1828,218.750000
1829,222.656250
1830,222.656250
1831,222.656250
1832,222.656250
1833,222.656250
1834,222.656250
1835,222.656250
1836,222.656250
